"X" "chr" "start" "end" "strand" "gene.name" "center" "loci_group" "OR_cluster" "class"
"687" 185684 "chr2" 87822639 87823551 "+" "Olfr1147-ps1" 87823095 "chr2_2" "OR-Cluster-38" "II"
"688" 185687 "chr2" 87830533 87835803 "+" "Olfr1148" 87833168 "chr2_2" "OR-Cluster-38" "II"
"689" 185702 "chr2" 87839742 87840432 "+" "Olfr1149-ps1" 87840087 "chr2_2" "OR-Cluster-38" "II"
"690" 185705 "chr2" 87843993 87849541 "+" "Olfr1150-ps1" 87846767 "chr2_2" "OR-Cluster-38" "II"
"691" 185714 "chr2" 87855862 87859923 "+" "Olfr1151" 87857892.5 "chr2_2" "OR-Cluster-38" "II"
"692" 185730 "chr2" 87866492 87874156 "+" "Olfr1152" 87870324 "chr2_2" "OR-Cluster-38" "II"
"693" 185749 "chr2" 87894962 87898310 "+" "Olfr1153" 87896636 "chr2_2" "OR-Cluster-38" "II"
"694" 185765 "chr2" 87901256 87905166 "-" "Olfr1154" 87903211 "chr2_2" "OR-Cluster-38" "II"
"695" 185792 "chr2" 87941645 87945137 "-" "Olfr1155" 87943391 "chr2_2" "OR-Cluster-38" "II"
"696" 185817 "chr2" 87947053 87953100 "-" "Olfr1156" 87950076.5 "chr2_2" "OR-Cluster-38" "II"
"697" 185843 "chr2" 87958485 87968299 "-" "Olfr1157" 87963392 "chr2_2" "OR-Cluster-38" "II"
"698" 185853 "chr2" 87973707 87974663 "-" "Olfr74" 87974185 "chr2_2" "OR-Cluster-38" "II"
"699" 185860 "chr2" 87990113 87991054 "+" "Olfr1158" 87990583.5 "chr2_2" "OR-Cluster-38" "II"
"700" 185867 "chr2" 87998277 87999189 "-" "Olfr1159-ps1" 87998733 "chr2_2" "OR-Cluster-38" "II"
"701" 185870 "chr2" 88000927 88008268 "-" "Olfr1160" 88004597.5 "chr2_2" "OR-Cluster-38" "II"
"702" 185886 "chr2" 88022774 88028252 "+" "Olfr1161" 88025513 "chr2_2" "OR-Cluster-38" "II"
"703" 185912 "chr2" 88032288 88037699 "-" "Olfr73" 88034993.5 "chr2_2" "OR-Cluster-38" "II"
"704" 185928 "chr2" 88045920 88051129 "-" "Olfr1162" 88048524.5 "chr2_2" "OR-Cluster-38" "II"
"705" 185944 "chr2" 88069817 88071830 "-" "Olfr1163" 88070823.5 "chr2_2" "OR-Cluster-38" "II"
"706" 185961 "chr2" 88092855 88093966 "-" "Olfr1164" 88093410.5 "chr2_2" "OR-Cluster-38" "II"
"707" 185969 "chr2" 88101036 88101985 "-" "Olfr1165-ps" 88101510.5 "chr2_2" "OR-Cluster-38" "II"
"708" 185974 "chr2" 88123360 88128272 "-" "Olfr1166" 88125816 "chr2_2" "OR-Cluster-38" "II"
"709" 185991 "chr2" 88146150 88155193 "-" "Olfr1167" 88150671.5 "chr2_2" "OR-Cluster-38" "II"
"710" 186008 "chr2" 88181880 88186919 "+" "Olfr1168" 88184399.5 "chr2_2" "OR-Cluster-38" "II"
"711" 186024 "chr2" 88197464 88197696 "+" "Olfr1169-ps1" 88197580 "chr2_2" "OR-Cluster-38" "II"
"712" 186027 "chr2" 88222098 88228334 "-" "Olfr1170" 88225216 "chr2_2" "OR-Cluster-38" "II"
"713" 186043 "chr2" 88252643 88258690 "-" "Olfr1171-ps1" 88255666.5 "chr2_2" "OR-Cluster-38" "II"
"714" 186049 "chr2" 88264173 88264364 "-" "Olfr1172-ps1" 88264268.5 "chr2_2" "OR-Cluster-38" "II"
"715" 186052 "chr2" 88273040 88279875 "-" "Olfr1173" 88276457.5 "chr2_2" "OR-Cluster-38" "II"
"716" 186069 "chr2" 88310284 88315135 "-" "Olfr1174-ps" 88312709.5 "chr2_2" "OR-Cluster-38" "II"
"717" 186082 "chr2" 88318194 88327215 "-" "Olfr1175-ps" 88322704.5 "chr2_2" "OR-Cluster-38" "II"
"718" 186092 "chr2" 88336721 88342048 "+" "Olfr1176" 88339384.5 "chr2_2" "OR-Cluster-38" "II"
"719" 186109 "chr2" 88342132 88346492 "-" "Olfr1177-ps" 88344312 "chr2_2" "OR-Cluster-38" "II"
"720" 186122 "chr2" 88387062 88400799 "+" "Olfr1178" 88393930.5 "chr2_2" "OR-Cluster-38" "II"
"721" 186144 "chr2" 88401859 88406453 "-" "Olfr1179" 88404156 "chr2_2" "OR-Cluster-38" "II"
"722" 186162 "chr2" 88410649 88419151 "-" "Olfr1180" 88414900 "chr2_2" "OR-Cluster-38" "II"
"723" 186190 "chr2" 88420321 88426171 "-" "Olfr1181" 88423246 "chr2_2" "OR-Cluster-38" "II"
"724" 186219 "chr2" 88442814 88449131 "-" "Olfr1182" 88445972.5 "chr2_2" "OR-Cluster-38" "II"
"725" 186244 "chr2" 88454867 88469199 "+" "Olfr1183" 88462033 "chr2_2" "OR-Cluster-38" "II"
"726" 186273 "chr2" 88483598 88489284 "+" "Olfr1184" 88486441 "chr2_2" "OR-Cluster-38" "II"
"727" 186291 "chr2" 88493320 88502049 "+" "Olfr1185-ps1" 88497684.5 "chr2_2" "OR-Cluster-38" "II"
"728" 186301 "chr2" 88518551 88526790 "+" "Olfr1186" 88522670.5 "chr2_2" "OR-Cluster-38" "II"
"729" 186329 "chr2" 88540114 88540447 "-" "Olfr1187-ps1" 88540280.5 "chr2_2" "OR-Cluster-38" "II"
"730" 186332 "chr2" 88556935 88560815 "+" "Olfr1188" 88558875 "chr2_2" "OR-Cluster-38" "II"
"731" 186353 "chr2" 88586454 88592762 "+" "Olfr1189" 88589608 "chr2_2" "OR-Cluster-38" "II"
"732" 186369 "chr2" 88605378 88605502 "+" "Olfr751-ps1" 88605440 "chr2_2" "OR-Cluster-38" "II"
"733" 186372 "chr2" 88623305 88624236 "+" "Olfr475-ps1" 88623770.5 "chr2_2" "OR-Cluster-38" "II"
"734" 186377 "chr2" 88640542 88648438 "+" "Olfr1191-ps1" 88644490 "chr2_2" "OR-Cluster-38" "II"
"735" 186402 "chr2" 88648509 88659772 "+" "Olfr1192-ps1" 88654140.5 "chr2_2" "OR-Cluster-38" "II"
"736" 186421 "chr2" 88675628 88681143 "+" "Olfr1193" 88678385.5 "chr2_2" "OR-Cluster-38" "II"
"737" 186454 "chr2" 88681455 88689187 "-" "Olfr1195" 88685321 "chr2_2" "OR-Cluster-38" "II"
"738" 186474 "chr2" 88697303 88704597 "-" "Olfr1196" 88700950 "chr2_2" "OR-Cluster-38" "II"
"739" 186505 "chr2" 88726903 88732366 "-" "Olfr1197" 88729634.5 "chr2_2" "OR-Cluster-38" "II"
"740" 186521 "chr2" 88743970 88751370 "-" "Olfr1198" 88747670 "chr2_2" "OR-Cluster-38" "II"
"741" 186546 "chr2" 88754195 88760469 "-" "Olfr1199" 88757332 "chr2_2" "OR-Cluster-38" "II"
"742" 186582 "chr2" 88763511 88770488 "-" "Olfr1200" 88766999.5 "chr2_2" "OR-Cluster-38" "II"
"743" 186598 "chr2" 88793036 88796827 "+" "Olfr1201" 88794931.5 "chr2_2" "OR-Cluster-38" "II"
"744" 186618 "chr2" 88814496 88820711 "+" "Olfr1202" 88817603.5 "chr2_2" "OR-Cluster-38" "II"
"745" 186645 "chr2" 88829737 88837104 "+" "Olfr1205" 88833420.5 "chr2_2" "OR-Cluster-38" "II"
"746" 186661 "chr2" 88849292 88857920 "+" "Olfr1204" 88853606 "chr2_2" "OR-Cluster-38" "II"
"747" 186681 "chr2" 88863231 88867753 "+" "Olfr1206" 88865492 "chr2_2" "OR-Cluster-38" "II"
"748" 186697 "chr2" 88895575 88902311 "-" "Olfr1208" 88898943 "chr2_2" "OR-Cluster-38" "II"
"749" 186723 "chr2" 88904942 88915157 "-" "Olfr1209" 88910049.5 "chr2_2" "OR-Cluster-38" "II"
"750" 186742 "chr2" 88926876 88938111 "-" "Olfr1211" 88932493.5 "chr2_2" "OR-Cluster-38" "II"
"751" 186781 "chr2" 88953969 88961313 "+" "Olfr1212" 88957641 "chr2_2" "OR-Cluster-38" "II"
"752" 186801 "chr2" 88972055 88980281 "-" "Olfr1213" 88976168 "chr2_2" "OR-Cluster-38" "II"
"753" 186824 "chr2" 88986479 88992653 "-" "Olfr1214" 88989566 "chr2_2" "OR-Cluster-38" "II"
"754" 186857 "chr2" 89000021 89006973 "-" "Olfr1215" 89003497 "chr2_2" "OR-Cluster-38" "II"
"755" 186885 "chr2" 89007563 89018340 "-" "Olfr1216" 89012951.5 "chr2_2" "OR-Cluster-38" "II"
"756" 186915 "chr2" 89021336 89032065 "-" "Olfr1217" 89026700.5 "chr2_2" "OR-Cluster-38" "II"
"757" 186952 "chr2" 89052296 89061187 "-" "Olfr1218" 89056741.5 "chr2_2" "OR-Cluster-38" "II"
"758" 186994 "chr2" 89072241 89083513 "-" "Olfr1219" 89077877 "chr2_2" "OR-Cluster-38" "II"
"759" 187047 "chr2" 89094188 89106835 "-" "Olfr1220" 89100511.5 "chr2_2" "OR-Cluster-38" "II"
"760" 187075 "chr2" 89109086 89117283 "-" "Olfr1221" 89113184.5 "chr2_2" "OR-Cluster-38" "II"
"761" 187119 "chr2" 89122885 89133054 "-" "Olfr1222" 89127969.5 "chr2_2" "OR-Cluster-38" "II"
"762" 187164 "chr2" 89143508 89151560 "-" "Olfr1223" 89147534 "chr2_2" "OR-Cluster-38" "II"
"763" 187174 "chr2" 89155336 89164091 "-" "Olfr1224-ps1" 89159713.5 "chr2_2" "OR-Cluster-38" "II"
"764" 187216 "chr2" 89168380 89174669 "-" "Olfr1225" 89171524.5 "chr2_2" "OR-Cluster-38" "II"
"765" 187247 "chr2" 89188839 89200048 "-" "Olfr1226" 89194443.5 "chr2_2" "OR-Cluster-38" "II"
"766" 187332 "chr2" 89242846 89243773 "-" "Olfr1227-ps1" 89243309.5 "chr2_2" "OR-Cluster-38" "II"
"767" 187335 "chr2" 89247964 89254062 "-" "Olfr1228" 89251013 "chr2_2" "OR-Cluster-38" "II"
"768" 187363 "chr2" 89280476 89288014 "-" "Olfr1229" 89284245 "chr2_2" "OR-Cluster-38" "II"
"769" 187401 "chr2" 89296351 89297268 "-" "Olfr1230" 89296809.5 "chr2_2" "OR-Cluster-38" "II"
"770" 187408 "chr2" 89299786 89307074 "-" "Olfr1231" 89303430 "chr2_2" "OR-Cluster-38" "II"
"771" 187424 "chr2" 89324989 89329675 "-" "Olfr1232" 89327332 "chr2_2" "OR-Cluster-38" "II"
"772" 187453 "chr2" 89333208 89342398 "-" "Olfr1233" 89337803 "chr2_2" "OR-Cluster-38" "II"
"773" 187483 "chr2" 89360013 89364865 "-" "Olfr1234" 89362439 "chr2_2" "OR-Cluster-38" "II"
"774" 187508 "chr2" 89384882 89390230 "-" "Olfr1235-ps1" 89387556 "chr2_2" "OR-Cluster-38" "II"
"775" 187512 "chr2" 89399831 89402363 "-" "Olfr1236-ps1" 89401097 "chr2_2" "OR-Cluster-38" "II"
"776" 187516 "chr2" 89401991 89409676 "-" "Olfr1238" 89405833.5 "chr2_2" "OR-Cluster-38" "II"
"777" 187542 "chr2" 89417030 89420407 "-" "Olfr1239" 89418718.5 "chr2_2" "OR-Cluster-38" "II"
"778" 187569 "chr2" 89436296 89443000 "-" "Olfr1240" 89439648 "chr2_2" "OR-Cluster-38" "II"
"779" 187586 "chr2" 89481314 89487126 "-" "Olfr1241" 89484220 "chr2_2" "OR-Cluster-38" "II"
"780" 187615 "chr2" 89492380 89498335 "-" "Olfr1242" 89495357.5 "chr2_2" "OR-Cluster-38" "II"
"781" 187654 "chr2" 89525889 89531487 "-" "Olfr1243" 89528688 "chr2_2" "OR-Cluster-38" "II"
"782" 187673 "chr2" 89537483 89538165 "-" "Olfr1244-ps1" 89537824 "chr2_2" "OR-Cluster-38" "II"
"783" 187676 "chr2" 89573406 89578447 "-" "Olfr1245" 89575926.5 "chr2_2" "OR-Cluster-38" "II"
"784" 187695 "chr2" 89586141 89593157 "-" "Olfr1246" 89589649 "chr2_2" "OR-Cluster-38" "II"
"785" 187736 "chr2" 89604959 89614130 "-" "Olfr1247" 89609544.5 "chr2_2" "OR-Cluster-38" "II"
"786" 187765 "chr2" 89617168 89618245 "-" "Olfr1248" 89617706.5 "chr2_2" "OR-Cluster-38" "II"
"787" 187773 "chr2" 89628902 89634983 "-" "Olfr1249" 89631942.5 "chr2_2" "OR-Cluster-38" "II"
"788" 187791 "chr2" 89653773 89661467 "-" "Olfr1250" 89657620 "chr2_2" "OR-Cluster-38" "II"
"789" 187821 "chr2" 89665870 89671936 "-" "Olfr1251" 89668903 "chr2_2" "OR-Cluster-38" "II"
"790" 187851 "chr2" 89719575 89725012 "-" "Olfr1252" 89722293.5 "chr2_2" "OR-Cluster-38" "II"
"791" 187877 "chr2" 89749467 89757090 "-" "Olfr1253" 89753278.5 "chr2_2" "OR-Cluster-38" "II"
"792" 187915 "chr2" 89787325 89793619 "-" "Olfr1254" 89790472 "chr2_2" "OR-Cluster-38" "II"
"793" 187940 "chr2" 89812051 89817860 "+" "Olfr1255" 89814955.5 "chr2_2" "OR-Cluster-38" "II"
"794" 187960 "chr2" 89825311 89841555 "-" "Olfr1256" 89833433 "chr2_2" "OR-Cluster-38" "II"
"795" 188002 "chr2" 89841793 89848205 "-" "Olfr48" 89844999 "chr2_2" "OR-Cluster-38" "II"
"796" 188021 "chr2" 89878437 89883026 "+" "Olfr1257" 89880731.5 "chr2_2" "OR-Cluster-38" "II"
"797" 188040 "chr2" 89927309 89936334 "+" "Olfr1258" 89931821.5 "chr2_2" "OR-Cluster-38" "II"
"798" 188069 "chr2" 89940532 89948664 "-" "Olfr1259" 89944598 "chr2_2" "OR-Cluster-38" "II"
"799" 188087 "chr2" 89974340 89981586 "+" "Olfr1260" 89977963 "chr2_2" "OR-Cluster-38" "II"
"800" 188147 "chr2" 89991221 89996189 "+" "Olfr1261" 89993705 "chr2_2" "OR-Cluster-38" "II"
"801" 188179 "chr2" 90000145 90008291 "+" "Olfr1262" 90004218 "chr2_2" "OR-Cluster-38" "II"
"802" 188214 "chr2" 90012131 90018424 "+" "Olfr1263" 90015277.5 "chr2_2" "OR-Cluster-38" "II"
"803" 188245 "chr2" 90018526 90025577 "-" "Olfr1264" 90022051.5 "chr2_2" "OR-Cluster-38" "II"
"804" 188261 "chr2" 90035337 90042214 "+" "Olfr1265" 90038775.5 "chr2_2" "OR-Cluster-38" "II"
"805" 188277 "chr2" 90049380 90063594 "-" "Olfr140" 90056487 "chr2_2" "OR-Cluster-38" "II"
"806" 188304 "chr2" 90065815 90065994 "-" "Olfr1266-ps1" 90065904.5 "chr2_2" "OR-Cluster-38" "II"
"807" 188307 "chr2" 90085530 90086459 "-" "Olfr1267-ps1" 90085994.5 "chr2_2" "OR-Cluster-38" "II"
"808" 188314 "chr2" 90109095 90115023 "-" "Olfr1268-ps1" 90112059 "chr2_2" "OR-Cluster-38" "II"
"809" 188325 "chr2" 90116187 90121412 "-" "Olfr1269" 90118799.5 "chr2_2" "OR-Cluster-38" "II"
"810" 188351 "chr2" 90136273 90142296 "-" "Olfr32" 90139284.5 "chr2_2" "OR-Cluster-38" "II"
"811" 188418 "chr2" 90145255 90153091 "-" "Olfr1270" 90149173 "chr2_2" "OR-Cluster-38" "II"
"812" 188498 "chr2" 90220178 90224493 "-" "Olfr1506" 90222335.5 "chr2_2" "OR-Cluster-38" "II"
"813" 188517 "chr2" 90250130 90257592 "-" "Olfr142" 90253861 "chr2_2" "OR-Cluster-38" "II"
"814" 188535 "chr2" 90260546 90271032 "-" "Olfr1271" 90265789 "chr2_2" "OR-Cluster-38" "II"
"815" 188554 "chr2" 90280263 90292841 "-" "Olfr1272" 90286552 "chr2_2" "OR-Cluster-38" "II"
"816" 188570 "chr2" 90292234 90298714 "-" "Olfr1273-ps" 90295474 "chr2_2" "OR-Cluster-38" "II"
"817" 188609 "chr2" 90398683 90403897 "+" "Olfr1274-ps" 90401290 "chr2_2" "OR-Cluster-38" "II"
"818" 201809 "chr2" 111230360 111235286 "-" "Olfr1275" 111232823 "chr2_1" "OR-Cluster-39" "II"
"819" 201844 "chr2" 111254516 111262026 "+" "Olfr1276" 111258271 "chr2_1" "OR-Cluster-39" "II"
"820" 201863 "chr2" 111264946 111274106 "-" "Olfr1277" 111269526 "chr2_1" "OR-Cluster-39" "II"
"821" 201880 "chr2" 111290136 111298886 "+" "Olfr1278" 111294511 "chr2_1" "OR-Cluster-39" "II"
"822" 201960 "chr2" 111300635 111309043 "+" "Olfr1279" 111304839 "chr2_1" "OR-Cluster-39" "II"
"823" 201989 "chr2" 111314017 111326003 "+" "Olfr1280" 111320010 "chr2_1" "OR-Cluster-39" "II"
"824" 202017 "chr2" 111326520 111332852 "+" "Olfr1281" 111329686 "chr2_1" "OR-Cluster-39" "II"
"825" 202033 "chr2" 111335159 111336076 "-" "Olfr1282" 111335617.5 "chr2_1" "OR-Cluster-39" "II"
"826" 202040 "chr2" 111366790 111370063 "+" "Olfr1283" 111368426.5 "chr2_1" "OR-Cluster-39" "II"
"827" 202066 "chr2" 111375522 111380613 "+" "Olfr1284" 111378067.5 "chr2_1" "OR-Cluster-39" "II"
"828" 202083 "chr2" 111406534 111409398 "+" "Olfr1285" 111407966 "chr2_1" "OR-Cluster-39" "II"
"829" 202089 "chr2" 111417842 111423115 "-" "Olfr1286" 111420478.5 "chr2_1" "OR-Cluster-39" "II"
"830" 202114 "chr2" 111449142 111450059 "+" "Olfr1287" 111449600.5 "chr2_1" "OR-Cluster-39" "II"
"831" 202121 "chr2" 111474101 111479994 "+" "Olfr1288" 111477047.5 "chr2_1" "OR-Cluster-39" "II"
"832" 202137 "chr2" 111480819 111484615 "+" "Olfr1289" 111482717 "chr2_1" "OR-Cluster-39" "II"
"833" 202156 "chr2" 111487528 111493829 "-" "Olfr1290" 111490678.5 "chr2_1" "OR-Cluster-39" "II"
"834" 202190 "chr2" 111497180 111504553 "+" "Olfr1291-ps1" 111500866.5 "chr2_1" "OR-Cluster-39" "II"
"835" 202205 "chr2" 111508573 111509511 "-" "Olfr1292-ps1" 111509042 "chr2_1" "OR-Cluster-39" "II"
"836" 202208 "chr2" 111525203 111533279 "+" "Olfr1293-ps" 111529241 "chr2_1" "OR-Cluster-39" "II"
"837" 202235 "chr2" 111536530 111540291 "-" "Olfr1294" 111538410.5 "chr2_1" "OR-Cluster-39" "II"
"838" 202252 "chr2" 111561423 111569681 "-" "Olfr1295" 111565552 "chr2_1" "OR-Cluster-39" "II"
"839" 202278 "chr2" 111593073 111594011 "-" "Olfr1296-ps1" 111593542 "chr2_1" "OR-Cluster-39" "II"
"840" 202281 "chr2" 111615233 111626497 "-" "Olfr1297" 111620865 "chr2_1" "OR-Cluster-39" "II"
"841" 202297 "chr2" 111644498 111649201 "-" "Olfr1298" 111646849.5 "chr2_1" "OR-Cluster-39" "II"
"842" 202313 "chr2" 111661419 111665814 "+" "Olfr1299" 111663616.5 "chr2_1" "OR-Cluster-39" "II"
"843" 202343 "chr2" 111667437 111693319 "+" "Olfr1300-ps1" 111680378 "chr2_1" "OR-Cluster-39" "II"
"844" 202363 "chr2" 111751006 111758852 "+" "Olfr1301" 111754929 "chr2_1" "OR-Cluster-39" "II"
"845" 202379 "chr2" 111777429 111782700 "+" "Olfr1302" 111780064.5 "chr2_1" "OR-Cluster-39" "II"
"846" 202406 "chr2" 111812247 111820340 "-" "Olfr1303" 111816293.5 "chr2_1" "OR-Cluster-39" "II"
"847" 202424 "chr2" 111823228 111823416 "-" "Olfr1304-ps1" 111823322 "chr2_1" "OR-Cluster-39" "II"
"848" 202430 "chr2" 111844262 111851838 "-" "Olfr268-ps1" 111848050 "chr2_1" "OR-Cluster-39" "II"
"849" 202434 "chr2" 111867657 111877149 "-" "Olfr1305" 111872403 "chr2_1" "OR-Cluster-39" "II"
"850" 202470 "chr2" 111911264 111916271 "-" "Olfr1306" 111913767.5 "chr2_1" "OR-Cluster-39" "II"
"851" 202491 "chr2" 111930116 111949440 "-" "Olfr1307" 111939778 "chr2_1" "OR-Cluster-39" "II"
"852" 202509 "chr2" 111959285 111964944 "-" "Olfr1308" 111962114.5 "chr2_1" "OR-Cluster-39" "II"
"853" 202525 "chr2" 111979857 111990281 "-" "Olfr1309" 111985069 "chr2_1" "OR-Cluster-39" "II"
"854" 202597 "chr2" 112004574 112012708 "-" "Olfr1310" 112008641 "chr2_1" "OR-Cluster-39" "II"
"855" 202614 "chr2" 112019656 112024412 "-" "Olfr1311" 112022034 "chr2_1" "OR-Cluster-39" "II"
"856" 202643 "chr2" 112038068 112050238 "-" "Olfr1312" 112044153 "chr2_1" "OR-Cluster-39" "II"
"857" 202687 "chr2" 112070088 112077843 "-" "Olfr1313" 112073965.5 "chr2_1" "OR-Cluster-39" "II"
"858" 202713 "chr2" 112089786 112096781 "-" "Olfr1314" 112093283.5 "chr2_1" "OR-Cluster-39" "II"
"859" 202729 "chr2" 112110057 112115440 "-" "Olfr1315-ps1" 112112748.5 "chr2_1" "OR-Cluster-39" "II"
"860" 202754 "chr2" 112126996 112134977 "-" "Olfr1316" 112130986.5 "chr2_1" "OR-Cluster-39" "II"
"861" 202772 "chr2" 112140329 112144054 "+" "Olfr1317" 112142191.5 "chr2_1" "OR-Cluster-39" "II"
"862" 202807 "chr2" 112154198 112159157 "+" "Olfr1318" 112156677.5 "chr2_1" "OR-Cluster-39" "II"
"863" 202848 "chr2" 112167724 112167997 "+" "Olfr1319-ps1" 112167860.5 "chr2_1" "OR-Cluster-39" "II"
"864" 266847 "chr3" 6751704 6752072 "-" "Olfr289-ps1" 6751888 "chr3_1" NA "II"
"865" 282616 "chr3" 52236865 52246945 "-" "Olfr1398-ps1" 52241905 "chr3_1" NA "II"
"866" 317636 "chr3" 97407450 97422020 "-" "Olfr1402" 97414735 "chr3_1" "OR-Cluster-40" "II"
"867" 325671 "chr3" 106820485 106826287 "-" "Olfr266" 106823386 "chr3_1" "OR-Cluster-41" "II"
"868" 339491 "chr3" 131899080 131899328 "-" "Olfr375-ps1" 131899204 "chr3_1" NA "II"
"869" 369009 "chr4" 43694784 43700807 "-" "Olfr70" 43697795.5 "chr4_1" "OR-Cluster-42" "II"
"870" 369019 "chr4" 43704562 43710255 "-" "Olfr71" 43707408.5 "chr4_1" "OR-Cluster-42" "II"
"871" 369069 "chr4" 43767476 43767777 "-" "Olfr269-ps1" 43767626.5 "chr4_1" "OR-Cluster-42" "II"
"872" 369072 "chr4" 43770050 43771009 "-" "Olfr159" 43770529.5 "chr4_1" "OR-Cluster-42" "II"
"873" 369079 "chr4" 43781366 43782328 "-" "Olfr29-ps1" 43781847 "chr4_1" "OR-Cluster-42" "II"
"874" 369090 "chr4" 43820132 43823895 "-" "Olfr156" 43822013.5 "chr4_1" "OR-Cluster-42" "II"
"875" 369127 "chr4" 43830542 43840201 "-" "Olfr157" 43835371.5 "chr4_1" "OR-Cluster-42" "II"
"876" 369146 "chr4" 43851565 43857595 "+" "Olfr155" 43854580 "chr4_1" "OR-Cluster-42" "II"
"877" 374287 "chr4" 52814604 52828269 "+" "Olfr275" 52821436.5 "chr4_2" "OR-Cluster-43" "II"
"878" 374305 "chr4" 52842198 52843046 "-" "Olfr274-ps1" 52842622 "chr4_2" "OR-Cluster-43" "II"
"879" 374309 "chr4" 52852154 52859236 "-" "Olfr273" 52855695 "chr4_2" "OR-Cluster-43" "II"
"880" 374349 "chr4" 52910207 52919178 "-" "Olfr272" 52914692.5 "chr4_2" "OR-Cluster-43" "II"
"881" 374383 "chr4" 52935430 52936381 "-" "Olfr271-ps1" 52935905.5 "chr4_2" "OR-Cluster-43" "II"
"882" 374394 "chr4" 52964547 52972474 "+" "Olfr270" 52968510.5 "chr4_2" "OR-Cluster-43" "II"
"883" 377012 "chr4" 58782704 58787716 "-" "Olfr267" 58785210 "chr4_2" "OR-Cluster-44" "II"
"884" 409963 "chr4" 118658952 118668042 "+" "Olfr62" 118663497 "chr4_3" "OR-Cluster-45" "II"
"885" 409988 "chr4" 118672609 118673522 "-" "Olfr1343-ps1" 118673065.5 "chr4_3" "OR-Cluster-45" "II"
"886" 409991 "chr4" 118687486 118692756 "-" "Olfr1342" 118690121 "chr4_3" "OR-Cluster-45" "II"
"887" 410008 "chr4" 118703523 118713438 "+" "Olfr1341" 118708480.5 "chr4_3" "OR-Cluster-45" "II"
"888" 410035 "chr4" 118720138 118729395 "+" "Olfr1340" 118724766.5 "chr4_3" "OR-Cluster-45" "II"
"889" 410069 "chr4" 118732175 118736906 "+" "Olfr1339" 118734540.5 "chr4_3" "OR-Cluster-45" "II"
"890" 410087 "chr4" 118751975 118758737 "-" "Olfr1338" 118755356 "chr4_3" "OR-Cluster-45" "II"
"891" 410114 "chr4" 118781636 118782586 "-" "Olfr1337" 118782111 "chr4_3" "OR-Cluster-45" "II"
"892" 410125 "chr4" 118808797 118809944 "-" "Olfr1335" 118809370.5 "chr4_3" "OR-Cluster-45" "II"
"893" 410140 "chr4" 118827659 118836279 "-" "Olfr1333" 118831969 "chr4_3" "OR-Cluster-45" "II"
"894" 410156 "chr4" 118854086 118855045 "+" "Olfr1332-ps1" 118854565.5 "chr4_3" "OR-Cluster-45" "II"
"895" 410159 "chr4" 118864649 118871707 "+" "Olfr1331" 118868178 "chr4_3" "OR-Cluster-45" "II"
"896" 410184 "chr4" 118888597 118899597 "+" "Olfr1330" 118894097 "chr4_3" "OR-Cluster-45" "II"
"897" 410218 "chr4" 118916524 118917465 "-" "Olfr1329" 118916994.5 "chr4_3" "OR-Cluster-45" "II"
"898" 410225 "chr4" 118930071 118938612 "-" "Olfr1328" 118934341.5 "chr4_3" "OR-Cluster-45" "II"
"899" 502629 "chr5" 75141348 75141558 "-" "Olfr1401-ps1" 75141453 "chr5_1" NA "II"
"900" 520686 "chr5" 106906729 106906980 "+" "Olfr719-ps" 106906854.5 "chr5_1" "OR-Cluster-46" "II"
"901" 569718 "chr5" 143134014 143147581 "-" "Olfr718-ps1" 143140797.5 "chr5_1" "OR-Cluster-47" "II"
"902" 597995 "chr6" 40542171 40555050 "-" "Olfr461" 40548610.5 "chr6_3" "OR-Cluster-48" "II"
"903" 598017 "chr6" 40569487 40574343 "+" "Olfr460" 40571915 "chr6_3" "OR-Cluster-48" "II"
"904" 599527 "chr6" 41768770 41775177 "-" "Olfr459" 41771973.5 "chr6_3" "OR-Cluster-49" "II"
"905" 600568 "chr6" 42459979 42465196 "-" "Olfr458" 42462587.5 "chr6_3" "OR-Cluster-50" "II"
"906" 600584 "chr6" 42468015 42476335 "-" "Olfr457" 42472175 "chr6_3" "OR-Cluster-50" "II"
"907" 600610 "chr6" 42486163 42487214 "-" "Olfr456" 42486688.5 "chr6_3" "OR-Cluster-50" "II"
"908" 600621 "chr6" 42535664 42547587 "-" "Olfr455" 42541625.5 "chr6_3" "OR-Cluster-50" "II"
"909" 600791 "chr6" 42721916 42722263 "+" "Olfr454-ps1" 42722089.5 "chr6_3" "OR-Cluster-51" "II"
"910" 600800 "chr6" 42739371 42746963 "+" "Olfr453" 42743167 "chr6_3" "OR-Cluster-51" "II"
"911" 600821 "chr6" 42756404 42763231 "+" "Olfr38" 42759817.5 "chr6_3" "OR-Cluster-51" "II"
"912" 600842 "chr6" 42785093 42791619 "+" "Olfr452" 42788356 "chr6_3" "OR-Cluster-51" "II"
"913" 600880 "chr6" 42800743 42801678 "+" "Olfr451-ps1" 42801210.5 "chr6_3" "OR-Cluster-51" "II"
"914" 600887 "chr6" 42811939 42819081 "+" "Olfr450" 42815510 "chr6_3" "OR-Cluster-51" "II"
"915" 600908 "chr6" 42834384 42839516 "+" "Olfr449" 42836950 "chr6_3" "OR-Cluster-51" "II"
"916" 600945 "chr6" 42890441 42899085 "+" "Olfr448" 42894763 "chr6_3" "OR-Cluster-51" "II"
