"seqnames"	"start"	"end"	"width"	"strand"	"source"	"type"	"score"	"phase"	"gene_id"	"gene_type"	"gene_name"	"level"	"mgi_id"	"havana_gene"	"OR_cluster"	"midpoint"	"Class"
"1055"	"chr11"	51048109	51049050	942	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000057890.5"	"protein_coding"	"Olfr1375"	2	"MGI:3031209"	"OTTMUSG00000005591.3"	"OR-Cluster-10"	51048579.5	"II"
"1056"	"chr11"	51142532	51143467	936	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000083312.1"	"unprocessed_pseudogene"	"Olfr1374-ps1"	1	"MGI:3031208"	"OTTMUSG00000005596.1"	"OR-Cluster-10"	51142999.5	"II"
"1057"	"chr11"	58577730	58582365	4636	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000060765.8"	"protein_coding"	"Olfr325"	2	"MGI:3030159"	"OTTMUSG00000005751.6"	"OR-Cluster-12"	58580047.5	"II"
"1058"	"chr11"	58595114	58600783	5670	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000056564.7"	"protein_coding"	"Olfr324"	2	"MGI:3030158"	"OTTMUSG00000007530.4"	"OR-Cluster-12"	58597948.5	"II"
"1059"	"chr11"	58658782	58669528	10747	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000063549.4"	"protein_coding"	"Olfr322"	2	"MGI:3030156"	"OTTMUSG00000005755.3"	"OR-Cluster-12"	58664155	"II"
"1060"	"chr11"	58681099	58686233	5135	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000107711.2"	"protein_coding"	"Olfr320"	2	"MGI:3030155"	"OTTMUSG00000005756.3"	"OR-Cluster-12"	58683666	"II"
"1061"	"chr11"	58699162	58703472	4311	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000064044.2"	"protein_coding"	"Olfr319"	2	"MGI:3030153"	"OTTMUSG00000005757.3"	"OR-Cluster-12"	58701317	"II"
"1062"	"chr11"	58752734	58759671	6938	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000107677.2"	"protein_coding"	"Olfr316"	2	"MGI:3030150"	"OTTMUSG00000005748.3"	"OR-Cluster-12"	58756202.5	"II"
"1063"	"chr11"	58773188	58780251	7064	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000056959.6"	"protein_coding"	"Olfr315"	2	"MGI:3030149"	"OTTMUSG00000005761.6"	"OR-Cluster-12"	58776719.5	"II"
"1064"	"chr11"	58782952	58788768	5817	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000059504.7"	"protein_coding"	"Olfr314"	2	"MGI:3030148"	"OTTMUSG00000005765.7"	"OR-Cluster-12"	58785860	"II"
"1065"	"chr11"	58815000	58819450	4451	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000070438.5"	"protein_coding"	"Olfr313"	2	"MGI:3030147"	"OTTMUSG00000005763.3"	"OR-Cluster-12"	58817225	"II"
"1066"	"chr11"	58829237	58834780	5544	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000096806.2"	"protein_coding"	"Olfr312"	2	"MGI:3030146"	"OTTMUSG00000005764.4"	"OR-Cluster-12"	58832008.5	"II"
"1067"	"chr11"	58839251	58844111	4861	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000094805.2"	"protein_coding"	"Olfr311"	2	"MGI:3030145"	"OTTMUSG00000005766.3"	"OR-Cluster-12"	58841681	"II"
"1068"	"chr11"	59610585	59615060	4476	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000044061.7"	"polymorphic_pseudogene"	"Olfr225"	2	"MGI:3030059"	"OTTMUSG00000005805.6"	"OR-Cluster-13"	59612822.5	"II"
"1069"	"chr11"	73350783	73355951	5169	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000062128.8"	"protein_coding"	"Olfr20"	2	"MGI:109315"	"OTTMUSG00000006130.4"	"OR-Cluster-14"	73353367	"II"
"1070"	"chr11"	73371246	73377836	6591	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000063881.11"	"protein_coding"	"Olfr376"	2	"MGI:3030210"	"OTTMUSG00000006131.3"	"OR-Cluster-14"	73374541	"II"
"1071"	"chr11"	73598594	73605092	6499	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000060335.2"	"protein_coding"	"Olfr384"	2	"MGI:3030218"	"OTTMUSG00000012461.2"	"OR-Cluster-14"	73601843	"II"
"1072"	"chr11"	73660049	73665867	5819	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000061246.6"	"polymorphic_pseudogene"	"Olfr387-ps1"	2	"MGI:3030221"	"OTTMUSG00000006144.4"	"OR-Cluster-14"	73662958	"II"
"1073"	"chr11"	73782964	73790446	7483	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000069818.6"	"protein_coding"	"Olfr390"	2	"MGI:3030224"	"OTTMUSG00000006149.4"	"OR-Cluster-14"	73786705	"II"
"1074"	"chr11"	73925002	73929568	4567	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000108605.2"	"polymorphic_pseudogene"	"Olfr396-ps1"	2	"MGI:3030230"	"OTTMUSG00000006156.3"	"OR-Cluster-14"	73927285	"II"
"1075"	"chr11"	73936677	73942658	5982	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000069816.5"	"protein_coding"	"Olfr23"	2	"MGI:109312"	"OTTMUSG00000006157.5"	"OR-Cluster-14"	73939667.5	"II"
"1076"	"chr11"	73951323	73955628	4306	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000079875.5"	"polymorphic_pseudogene"	"Olfr22-ps1"	2	"MGI:109313"	"OTTMUSG00000006158.3"	"OR-Cluster-14"	73953475.5	"II"
"1077"	"chr11"	73960817	73967812	6996	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000057050.7"	"protein_coding"	"Olfr397"	2	"MGI:3030231"	"OTTMUSG00000006159.3"	"OR-Cluster-14"	73964314.5	"II"
"1078"	"chr11"	74104841	74110791	5951	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000081162.2"	"unprocessed_pseudogene"	"Olfr400-ps1"	2	"MGI:3030234"	"OTTMUSG00000006165.2"	"OR-Cluster-14"	74107816	"II"
"1079"	"chr11"	74113712	74122941	9230	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000070380.2"	"protein_coding"	"Olfr401"	2	"MGI:3030235"	"OTTMUSG00000006166.2"	"OR-Cluster-14"	74118326.5	"II"
"1080"	"chr11"	74153529	74158161	4633	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000070379.5"	"protein_coding"	"Olfr402"	2	"MGI:3030236"	"OTTMUSG00000006168.3"	"OR-Cluster-14"	74155845	"II"
"1081"	"chr11"	74186249	74198612	12364	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000070378.3"	"protein_coding"	"Olfr403"	2	"MGI:3030237"	"OTTMUSG00000006175.3"	"OR-Cluster-14"	74192430.5	"II"
"1082"	"chr11"	74239566	74240537	972	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000083188.2"	"polymorphic_pseudogene"	"Olfr404-ps1"	2	"MGI:3030238"	"OTTMUSG00000006170.2"	"OR-Cluster-14"	74240051.5	"II"
"1083"	"chr11"	74259808	74271625	11818	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000070375.7"	"protein_coding"	"Olfr406"	2	"MGI:3030240"	"OTTMUSG00000006172.4"	"OR-Cluster-14"	74265716.5	"II"
"1084"	"chr11"	74283736	74291608	7873	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000070374.7"	"protein_coding"	"Olfr59"	2	"MGI:1333755"	"OTTMUSG00000006167.5"	"OR-Cluster-14"	74287672	"II"
"1085"	"chr11"	74317027	74317997	971	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000083886.2"	"polymorphic_pseudogene"	"Olfr409-ps1"	2	"MGI:3030243"	"OTTMUSG00000006176.2"	"OR-Cluster-14"	74317512	"II"
"1086"	"chr11"	74362069	74366218	4150	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000058275.3"	"protein_coding"	"Olfr412"	2	"MGI:3030246"	"OTTMUSG00000006180.3"	"OR-Cluster-14"	74364143.5	"II"
"1087"	"chr11"	49109982	49114874	4893	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000047511.6"	"protein_coding"	"Olfr1396"	2	"MGI:3031230"	"OTTMUSG00000005535.7"	"OR-Cluster-8"	49112428	"II"
"1088"	"chr11"	52144593	52145528	936	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000062204.1"	"protein_coding"	"Olfr1373"	2	"MGI:3031207"	"OTTMUSG00000005616.2"	"OR-Cluster-11"	52145060.5	"II"
"1089"	"chr11"	52154722	52168159	13438	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000108218.2"	"transcribed_unprocessed_pseudogene"	"Olfr1372-ps1"	2	"MGI:3031206"	"OTTMUSG00000005617.3"	"OR-Cluster-11"	52161440.5	"II"
"1090"	"chr11"	52213052	52213987	936	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000060170.3"	"protein_coding"	"Olfr1371"	2	"MGI:3031205"	"OTTMUSG00000005621.2"	"OR-Cluster-11"	52213519.5	"II"
"1091"	"chr11"	58454105	58462270	8166	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000043314.6"	"protein_coding"	"Olfr30"	2	"MGI:109305"	"OTTMUSG00000005732.3"	"OR-Cluster-12"	58458187.5	"II"
"1092"	"chr11"	58476608	58481400	4793	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000081287.3"	"transcribed_unprocessed_pseudogene"	"Olfr333-ps1"	1	"MGI:3030167"	"OTTMUSG00000005739.3"	"OR-Cluster-12"	58479004	"II"
"1093"	"chr11"	58487950	58492555	4606	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000050813.7"	"protein_coding"	"Olfr332"	2	"MGI:3030166"	"OTTMUSG00000005740.6"	"OR-Cluster-12"	58490252.5	"II"
"1094"	"chr11"	58501598	58502572	975	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000058807.4"	"protein_coding"	"Olfr331"	2	"MGI:3030165"	"OTTMUSG00000005741.2"	"OR-Cluster-12"	58502085	"II"
"1095"	"chr11"	58527186	58534836	7651	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000050818.7"	"protein_coding"	"Olfr330"	2	"MGI:3030164"	"OTTMUSG00000005743.6"	"OR-Cluster-12"	58531011	"II"
"1096"	"chr11"	58539801	58546422	6622	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000064252.9"	"protein_coding"	"Olfr329"	2	"MGI:3030163"	"OTTMUSG00000005745.5"	"OR-Cluster-12"	58543111.5	"II"
"1097"	"chr11"	58550854	58555636	4783	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000057654.6"	"protein_coding"	"Olfr328"	2	"MGI:3030162"	"OTTMUSG00000005749.6"	"OR-Cluster-12"	58553245	"II"
"1098"	"chr11"	58565856	58570553	4698	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000059279.11"	"protein_coding"	"Olfr224"	2	"MGI:3030058"	"OTTMUSG00000005750.6"	"OR-Cluster-12"	58568204.5	"II"
"1099"	"chr11"	58574979	58575370	392	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000108156.1"	"unprocessed_pseudogene"	"Olfr326-ps1"	2	"MGI:3030160"	"OTTMUSG00000057841.2"	"OR-Cluster-12"	58575174.5	"II"
"1100"	"chr11"	58624159	58630501	6343	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000043880.5"	"protein_coding"	"Olfr323"	2	"MGI:3030157"	"OTTMUSG00000005753.4"	"OR-Cluster-12"	58627330	"II"
"1101"	"chr11"	58717197	58724014	6818	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000108265.2"	"protein_coding"	"Olfr318"	2	"MGI:3030152"	"OTTMUSG00000005746.3"	"OR-Cluster-12"	58720605.5	"II"
"1102"	"chr11"	58731018	58739212	8195	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000060030.5"	"protein_coding"	"Olfr317"	2	"MGI:3030151"	"OTTMUSG00000005747.3"	"OR-Cluster-12"	58735115	"II"
"1103"	"chr11"	59570255	59576235	5981	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000059610.5"	"protein_coding"	"Olfr222"	2	"MGI:3030056"	"OTTMUSG00000005794.4"	"OR-Cluster-13"	59573245	"II"
"1104"	"chr11"	59588497	59593289	4793	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000048919.5"	"protein_coding"	"Olfr223"	2	"MGI:3030057"	"OTTMUSG00000005792.3"	"OR-Cluster-13"	59590893	"II"
"1105"	"chr11"	73388081	73392214	4134	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000069824.5"	"polymorphic_pseudogene"	"Olfr377-ps1"	2	"MGI:3030211"	"OTTMUSG00000006132.4"	"OR-Cluster-14"	73390147.5	"II"
"1106"	"chr11"	73393010	73399614	6605	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000069823.11"	"protein_coding"	"Olfr1"	2	"MGI:102698"	"OTTMUSG00000006133.3"	"OR-Cluster-14"	73396312	"II"
"1107"	"chr11"	73404076	73409887	5812	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000086278.5"	"transcribed_unprocessed_pseudogene"	"Olfr75-ps1"	1	"MGI:2153204"	"OTTMUSG00000006134.7"	"OR-Cluster-14"	73406981.5	"II"
"1108"	"chr11"	73424609	73428477	3869	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000055971.11"	"protein_coding"	"Olfr378"	2	"MGI:3030212"	"OTTMUSG00000006135.4"	"OR-Cluster-14"	73426543	"II"
"1109"	"chr11"	73433291	73434224	934	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000084387.4"	"polymorphic_pseudogene"	"Olfr379-ps1"	2	"MGI:3030213"	"OTTMUSG00000006127.2"	"OR-Cluster-14"	73433757.5	"II"
"1110"	"chr11"	73452886	73457508	4623	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000072709.3"	"protein_coding"	"Olfr380"	2	"MGI:3030214"	"OTTMUSG00000006128.3"	"OR-Cluster-14"	73455197	"II"
"1111"	"chr11"	73484274	73491603	7330	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000072708.3"	"protein_coding"	"Olfr381"	2	"MGI:3030215"	"OTTMUSG00000006138.3"	"OR-Cluster-14"	73487938.5	"II"
"1112"	"chr11"	73516259	73517197	939	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000095312.1"	"protein_coding"	"Olfr382"	2	"MGI:3030216"	"OTTMUSG00000006139.1"	"OR-Cluster-14"	73516728	"II"
"1113"	"chr11"	73540419	73541353	935	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000081961.1"	"unprocessed_pseudogene"	"Olfr383-ps1"	1	"MGI:3030217"	"OTTMUSG00000006140.1"	"OR-Cluster-14"	73540886	"II"
"1114"	"chr11"	73588302	73593008	4707	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000095095.2"	"protein_coding"	"Olfr385"	2	"MGI:3030219"	"OTTMUSG00000006141.2"	"OR-Cluster-14"	73590655	"II"
"1115"	"chr11"	73723322	73727511	4190	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000080781.3"	"polymorphic_pseudogene"	"Olfr388-ps1"	2	"MGI:3030222"	"OTTMUSG00000006146.3"	"OR-Cluster-14"	73725416.5	"II"
"1116"	"chr11"	73774849	73780713	5865	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000070383.5"	"protein_coding"	"Olfr389"	2	"MGI:3030223"	"OTTMUSG00000006148.4"	"OR-Cluster-14"	73777781	"II"
"1117"	"chr11"	73797861	73803052	5192	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000070382.8"	"protein_coding"	"Olfr391"	2	"MGI:3030225"	"OTTMUSG00000006150.5"	"OR-Cluster-14"	73800456.5	"II"
"1118"	"chr11"	73811740	73817049	5310	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000061984.6"	"protein_coding"	"Olfr392"	2	"MGI:3030226"	"OTTMUSG00000006151.4"	"OR-Cluster-14"	73814394.5	"II"
"1119"	"chr11"	73844413	73851454	7042	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000094488.2"	"protein_coding"	"Olfr393"	2	"MGI:3030227"	"OTTMUSG00000006153.2"	"OR-Cluster-14"	73847933.5	"II"
"1120"	"chr11"	73883337	73890771	7435	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000056921.2"	"protein_coding"	"Olfr394"	2	"MGI:3030228"	"OTTMUSG00000006154.2"	"OR-Cluster-14"	73887054	"II"
"1121"	"chr11"	73903318	73909299	5982	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000062186.2"	"protein_coding"	"Olfr395"	2	"MGI:3030229"	"OTTMUSG00000006155.2"	"OR-Cluster-14"	73906308.5	"II"
"1122"	"chr11"	73979967	73990407	10441	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049041.6"	"protein_coding"	"Olfr398"	2	"MGI:3030232"	"OTTMUSG00000006160.4"	"OR-Cluster-14"	73985187	"II"
"1123"	"chr11"	74044033	74056551	12519	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000047444.3"	"protein_coding"	"Olfr139"	2	"MGI:2177522"	"OTTMUSG00000006161.3"	"OR-Cluster-14"	74050292	"II"
"1124"	"chr11"	74053127	74056615	3489	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000043692.6"	"protein_coding"	"Olfr399"	2	"MGI:3030233"	"OTTMUSG00000006162.3"	"OR-Cluster-14"	74054871	"II"
"1125"	"chr11"	74205664	74211379	5716	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000070377.6"	"protein_coding"	"Olfr43"	2	"MGI:1333770"	"OTTMUSG00000006169.4"	"OR-Cluster-14"	74208521.5	"II"
"1126"	"chr11"	74255221	74266236	11016	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000081864.2"	"transcribed_unprocessed_pseudogene"	"Olfr405-ps1"	2	"MGI:3030239"	"OTTMUSG00000027101.2"	"OR-Cluster-14"	74260728.5	"II"
"1127"	"chr11"	74280715	74281732	1018	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000081498.2"	"unprocessed_pseudogene"	"Olfr407-ps1"	2	"MGI:3030241"	"OTTMUSG00000006173.2"	"OR-Cluster-14"	74281223.5	"II"
"1128"	"chr11"	74298133	74299073	941	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000082378.2"	"unprocessed_pseudogene"	"Olfr408-ps1"	2	"MGI:3030242"	"OTTMUSG00000006174.2"	"OR-Cluster-14"	74298603	"II"
"1129"	"chr11"	74330281	74338031	7751	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000063116.4"	"protein_coding"	"Olfr410"	2	"MGI:3030244"	"OTTMUSG00000006178.2"	"OR-Cluster-14"	74334156	"II"
"1130"	"chr11"	74345129	74352650	7522	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000054406.9"	"protein_coding"	"Olfr411"	2	"MGI:3030245"	"OTTMUSG00000006179.4"	"OR-Cluster-14"	74348889.5	"II"
"1131"	"chr11"	87884979	87892268	7290	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000093839.2"	"protein_coding"	"Olfr462"	2	"MGI:3030296"	"OTTMUSG00000001431.2"	"OR-Cluster-15"	87888623.5	"II"
"1132"	"chr11"	87892618	87897387	4770	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000093920.2"	"protein_coding"	"Olfr463"	2	"MGI:3030297"	"OTTMUSG00000001432.2"	"OR-Cluster-15"	87895002.5	"II"
"1133"	"chr11"	87913268	87920967	7700	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000060787.9"	"protein_coding"	"Olfr464"	2	"MGI:3030298"	"OTTMUSG00000001433.4"	"OR-Cluster-15"	87917117.5	"II"
"1134"	"chr11"	108687074	108688035	962	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000081016.1"	"unprocessed_pseudogene"	"Olfr1397-ps1"	2	"MGI:3031231"	"OTTMUSG00000003197.1"	NA	108687554.5	"II"
"1135"	"chr12"	115934272	115934904	633	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000106041.1"	"unprocessed_pseudogene"	"Olfr241-ps1"	2	"MGI:3030075"	"OTTMUSG00000052430.2"	NA	115934588	"II"
"1136"	"chr13"	21111483	21119095	7613	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000060404.3"	"protein_coding"	"Olfr1369-ps1"	2	"MGI:3031203"	"OTTMUSG00000058288.2"	"OR-Cluster-16"	21115289	"II"
"1137"	"chr13"	21129639	21136296	6658	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000071522.3"	"protein_coding"	"Olfr263"	2	"MGI:3030097"	"OTTMUSG00000058289.2"	"OR-Cluster-16"	21132967.5	"II"
"1138"	"chr13"	21346910	21347964	1055	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000045508.4"	"protein_coding"	"Olfr1367"	2	"MGI:3031201"	"OTTMUSG00000000418.2"	"OR-Cluster-17"	21347437	"II"
"1139"	"chr13"	21698111	21706833	8723	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000108674.2"	"protein_coding"	"Olfr1359"	2	"MGI:3031193"	"OTTMUSG00000000442.3"	"OR-Cluster-18"	21702472	"II"
"1140"	"chr13"	65138089	65146047	7959	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000108426.2"	"protein_coding"	"Olfr465-ps1"	2	"MGI:3030299"	"OTTMUSG00000058345.2"	"OR-Cluster-19"	65142068	"II"
"1141"	"chr13"	65150240	65156152	5913	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049806.4"	"protein_coding"	"Olfr466"	2	"MGI:3030300"	"OTTMUSG00000058346.2"	"OR-Cluster-19"	65153196	"II"
"1142"	"chr13"	21069334	21074947	5614	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000042869.2"	"protein_coding"	"Olfr1370"	2	"MGI:3031204"	"OTTMUSG00000058287.2"	"OR-Cluster-16"	21072140.5	"II"
"1143"	"chr13"	21141882	21145867	3986	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000045474.7"	"protein_coding"	"Olfr1368"	2	"MGI:3031202"	"OTTMUSG00000058290.3"	"OR-Cluster-16"	21143874.5	"II"
"1144"	"chr13"	21535113	21542808	7696	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000048996.6"	"protein_coding"	"Olfr1366"	2	"MGI:3031200"	"OTTMUSG00000058291.2"	"OR-Cluster-18"	21538960.5	"II"
"1145"	"chr13"	21553894	21559893	6000	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000054890.2"	"protein_coding"	"Olfr1535"	2	"MGI:3031369"	"OTTMUSG00000000424.2"	"OR-Cluster-18"	21556893.5	"II"
"1146"	"chr13"	21571813	21581759	9947	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000046016.3"	"protein_coding"	"Olfr1364"	2	"MGI:3031198"	"OTTMUSG00000000423.4"	"OR-Cluster-18"	21576786	"II"
"1147"	"chr13"	21610978	21614022	3045	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000051258.5"	"protein_coding"	"Olfr1362"	2	"MGI:3031196"	"OTTMUSG00000000438.3"	"OR-Cluster-18"	21612500	"II"
"1148"	"chr13"	21636623	21642518	5896	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000036658.4"	"protein_coding"	"Olfr11"	2	"MGI:104715"	"OTTMUSG00000000439.3"	"OR-Cluster-18"	21639570.5	"II"
"1149"	"chr13"	21656880	21663386	6507	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000049737.2"	"protein_coding"	"Olfr1361"	2	"MGI:3031195"	"OTTMUSG00000000441.2"	"OR-Cluster-18"	21660133	"II"
"1150"	"chr13"	21673431	21677405	3975	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000108534.2"	"protein_coding"	"Olfr1360"	2	"MGI:3031194"	"OTTMUSG00000000440.3"	"OR-Cluster-18"	21675418	"II"
"1151"	"chr13"	106197216	106197771	556	"-"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000108515.1"	"unprocessed_pseudogene"	"Olfr717-ps1"	2	"MGI:3030551"	"OTTMUSG00000058268.1"	NA	106197493.5	"II"
"1152"	"chr14"	14322828	14331791	8964	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000072707.3"	"protein_coding"	"Olfr31"	2	"MGI:109304"	"OTTMUSG00000058429.2"	"OR-Cluster-20"	14327309.5	"II"
"1153"	"chr14"	14401298	14410095	8798	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000091809.4"	"protein_coding"	"Olfr721-ps1"	2	"MGI:3030555"	"OTTMUSG00000058430.2"	"OR-Cluster-20"	14405696.5	"II"
"1154"	"chr14"	50123186	50128746	5561	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000059488.3"	"protein_coding"	"Olfr727"	2	"MGI:3030561"	"OTTMUSG00000058469.2"	"OR-Cluster-21"	50125966	"II"
"1155"	"chr14"	50381163	50394192	13030	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000047716.4"	"protein_coding"	"Olfr736"	2	"MGI:3030570"	"OTTMUSG00000058478.2"	"OR-Cluster-21"	50387677.5	"II"
"1156"	"chr14"	50407568	50415438	7871	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000094692.2"	"protein_coding"	"Olfr738"	2	"MGI:3030572"	"OTTMUSG00000058480.2"	"OR-Cluster-21"	50411503	"II"
"1157"	"chr14"	50418626	50427888	9263	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000057903.4"	"protein_coding"	"Olfr739"	2	"MGI:3030573"	"OTTMUSG00000058481.2"	"OR-Cluster-21"	50423257	"II"
"1158"	"chr14"	50445545	50456933	11389	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000095917.2"	"protein_coding"	"Olfr740"	2	"MGI:3030574"	"OTTMUSG00000058482.2"	"OR-Cluster-21"	50451239	"II"
"1159"	"chr14"	50472738	50488338	15601	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000095765.3"	"protein_coding"	"Olfr741"	2	"MGI:3030575"	"OTTMUSG00000058483.2"	"OR-Cluster-21"	50480538	"II"
"1160"	"chr14"	50503600	50517145	13546	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000068431.3"	"protein_coding"	"Olfr742"	2	"MGI:3030576"	"OTTMUSG00000058484.2"	"OR-Cluster-21"	50510372.5	"II"
"1161"	"chr14"	50521839	50534955	13117	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000094285.2"	"protein_coding"	"Olfr743"	2	"MGI:3030577"	"OTTMUSG00000058485.2"	"OR-Cluster-21"	50528397	"II"
"1162"	"chr14"	50614879	50619839	4961	"+"	"HAVANA"	"gene"	NA	NA	"ENSMUSG00000053815.5"	"protein_coding"	"Olfr744"	2	"MGI:3030578"	"OTTMUSG00000058486.2"	"OR-Cluster-21"	50617359	"II"
